Date,AAPL,MSFT,GOOGL,NVDA,META,TSLA,JNJ,PFE,UNH,ABBV,JPM,BAC,WFC,GS,V,AMZN,HD,MCD,NKE,SBUX,PG,KO,PEP,WMT,XOM,CVX,COP,BA,CAT,GE,VZ,T,DIS,NEE,AMT,LIN,NEM,SPY,QQQ,IWM,VTI,EFA,EEM,TLT,GLD,VNQ
2015-07-14 00:00:00-04:00,-0.0003977529836726168,0.0017562904517984812,0.021776040328068902,0.0005030444066616013,-0.0046614973853469355,0.013312443878506386,-0.004886541328318783,0.00746687662551393,0.020824759353320177,0.0033058966122794242,0.013952249195303246,0.006463131018348944,0.008988182479228168,0.009708735277584646,0.008342671676560887,0.021950523902293684,0.004003798158419336,0.0035559903024589,-0.000623098683388057,0.0008975540355971035,0.0015869057269972675,0.01254309444926438,-0.000925602544345927,-0.0012180283983692641,0.008371839015907101,0.010042011306734544,0.01018136194809216,0.007707112340415767,0.009804457923105803,0.007178021900355436,0.004448978684821636,0.006880673483204092,-0.0016942452295908295,0.0001959814895193812,-0.0022984677992734515,0.006752917623957355,-0.015555808931457471,0.004337904567135009,0.0065727116269906904,0.00557640913327373,0.0045026816116338075,0.008366748822953296,0.0018087509244884004,0.0032845346469874137,-0.002252455219495131,0.002054631649751837
2015-07-15 00:00:00-04:00,0.009632991446501205,0.0030691805800893146,-0.0003766102749767075,-0.007038771160534529,0.0008920992715135689,-0.009448430502932648,0.0064141375631023845,-0.0028506771819094556,0.006880034226840026,-0.0007163051458275449,0.0021728258494779773,0.032107515101675865,0.009257424764824718,0.003770639773956752,-0.0011408547121057877,-0.00940781692992454,0.0019067398314602801,0.0029357282554709485,-0.00391637943893508,-0.007354095235261648,0.0013411066540631733,-0.000972178475955876,-0.008030729688496163,-0.0018973140601185046,-0.0042111645366513795,-0.013709792529158826,-0.018645962488299084,-0.005820372902657245,-0.0035521611408291243,0.004126083405270764,-0.001687361055802472,-0.011104842092022449,0.0038184510678547223,0.007647776727783384,0.00492237040991772,-0.004862945061801627,-0.015801397112156557,-0.0003320718897408259,0.0010887963371790654,-0.005307728112190491,-0.0012804775067857266,-0.0036875878055385725,-0.011348940124446982,0.010596921310823015,-0.005237440968471563,0.0016659515629773303
2015-07-16 00:00:00-04:00,0.013325698605160197,0.019667411087905817,0.030515808081803764,0.022278524137717692,0.012143495436905738,0.013452917723576485,0.0068707962559237945,0.0034305747664675756,-0.0073892765025102,0.0034404822752291953,0.005347461509351392,0.015271434120333494,0.006750119983119474,-0.00835829589387349,0.007854554342337394,0.030985079263800452,-0.007354045664975217,-0.012213426041243647,0.0039317777725620395,0.007227984262948128,0.0018258417920691272,0.008510132993049258,0.005708483103113782,0.002443946678486464,0.0018125498451206923,0.0025466405327845276,-0.008045061229286943,0.010892334455704589,0.004436624647063958,0.010085758016196378,0.010564264165699777,0.012381140855509232,0.006508835843102023,0.016152511807247194,0.019489241555322057,-0.0040441010277764144,-0.0192657968099178,0.008024370226814792,0.014132994743145888,0.005973221769490333,0.006961720269110794,0.008636506673171063,0.012522748334691247,0.006905639750713899,-0.0036310957932229604,0.008060237681291937
2015-07-17 00:00:00-04:00,0.00863774874597767,-0.0008571614181754894,0.16258429809448938,-0.005943542113716727,0.045349369467211575,0.029923479333326286,-0.01018653131800007,-0.0008545168791523894,-0.0086447221596746,0.0,-0.005031569964087712,0.008356272708533119,-0.003954229471352377,0.006061391636355662,0.004393107862117773,0.01583659347889599,-0.002266061833652633,-0.0036791474764342746,0.004095055196321917,-0.0008972442964511051,-0.0007292628169883741,-0.00554484411042333,-0.0012383888466830362,-0.005959850880122519,-0.0036187548083813637,-0.014076895682161417,-0.012942286292974226,-0.01111202125941424,-0.007163275711233208,0.007396697076623937,-0.005017763287695209,-0.004266111068783496,-0.0017635376601597974,-0.007468898715729866,-0.008893693696543359,-0.010151344201307144,-0.03227334268418136,0.0008477606687138373,0.014739918785649397,-0.0043540089563621764,0.0002730401249735337,-0.0016817803156630173,-0.0012883119703980261,0.005165318703769017,-0.010112979124889843,-0.0035536762735074445
2015-07-20 00:00:00-04:00,0.01890142477980361,0.006435122299597529,-0.009690972115184104,-0.018435580572947807,0.03095737557138567,0.027670547578698246,0.0028975960535420064,0.0048474715900947984,-0.009689261577162211,0.01157330245127941,0.0007226168577534331,0.001105389232816778,0.0018984136479953673,-0.000329343186930231,0.025676899077647253,0.01053813998417441,-0.009260373033243119,-0.00010202140824455697,0.0029252480380401735,0.00933741156603829,-0.0006076213001625641,0.003151486663447889,0.005476306054184477,-0.003951477804284065,-0.010289148523815683,-0.0022543298145351054,-0.011013998170173789,-0.0008170744627741255,-0.010942959777999084,-0.0036712273641851256,0.010716420668505089,-0.003141709013407268,0.006057355317763413,-0.004824120679529864,0.0011347651839919148,-0.002564195258187185,-0.1222812984808126,0.0005174430882883829,0.0034333468228613384,-0.005407272358230575,9.068706344517175e-05,0.0026035645274582464,-0.006450053815030166,-0.0042118606703779315,-0.027151445340146352,0.0011464954361430912
2015-07-21 00:00:00-04:00,-0.009994793679730996,0.007672734030577333,0.003622776600206379,0.004568579703419173,0.0049022810975456466,-0.054878507378390284,-0.0002989925917507019,-0.002837647525572251,-0.014594382124655247,-0.0036722583825238297,-0.0023101977115085326,-0.002207685196743525,-0.001722481050524749,-0.004190537637922764,-0.009353270533343783,-0.0002049198104703276,0.003968109024830024,-0.0017439715699426594,-0.0012373531147449324,-0.00017779923341587622,-0.006813763188561639,-0.0045916946540756065,-0.003904778219060767,-0.004924575848322288,-0.0012231702589083904,0.010328792227856542,-0.0014143886874067313,-0.011723052039970705,-0.00036431659445423925,-0.010685237325332886,-0.02349248125741321,-0.009455714482417221,-0.0022577452619282345,-0.009888655209256414,-0.0011334789515409227,-0.011224071292315951,0.031938566048447914,-0.00395119001022004,-0.0006141554161137597,-0.004717118837418988,-0.004365080409029831,-0.0029025847779534653,0.0002596944173625104,0.005413133595912667,-0.003121988752958438,-0.002798980156895614
2015-07-22 00:00:00-04:00,-0.04229452681593271,-0.036801884977092914,-0.00035939153776420873,-0.019201626222463908,-0.0137209257176798,0.004123425201304931,-0.0015944345436714746,-0.007399224646429947,-0.002068596702801462,0.00028335347205721284,0.014182354209880677,0.020464604372900874,0.00983630769833832,0.008274392691566268,-0.0006945929770345582,0.0005532874522176101,0.009133845900866078,0.0026716325149023223,0.00973519344067153,0.00871885182785248,-0.001692040797127703,-0.007040363867933497,0.002475692855668621,0.005773914974808836,0.0015919166828886055,-0.004152924682745862,-0.011683265507588803,0.010137837422941054,-0.029919923565677298,-0.008193770910548293,-0.011070854784982376,-0.008677912397535681,0.00016755204793539313,0.006560408764673564,-0.004229189455719595,-0.0021664561249394865,-0.011739639839424498,-0.0017944705482692003,-0.011324941603851224,0.0036950505360613395,-0.0014609380521970472,-0.007660300020801425,-0.014278184970276886,0.006226253017174166,-0.005409506310776968,0.004338056469188167
2015-07-23 00:00:00-04:00,-0.0004791303535846003,0.012516515940944162,-0.029305247136835688,0.01236477318031759,-0.01648796991643131,-0.0025011922264167596,0.00019957230769263035,-0.0028668487239088547,-0.010612518937065496,-0.0005668720126073001,-0.006278582484669171,-0.014634026983919246,-0.00529758346113518,-0.010316539003463188,-0.0030565147184425934,-0.01247263120517228,-0.0026979395940198714,-0.005021410431266804,-0.0007888775213304999,-0.0022932984285362057,-0.0016081567332010271,-0.0014671908958051594,-0.0030872113437323545,-0.008884341637179438,-0.007946860282228463,-0.00609558876850913,-0.019059889587902057,-0.0024578859428473487,-0.036108288832179314,-0.013894242016559977,-0.0021532329653091153,-0.009921306308828148,-0.004441396284628807,-0.00710113574801563,0.015123384732830036,0.00043421606705984495,-0.0496761667519513,-0.005629790652971756,-0.003729140385799856,-0.011044342205596802,-0.0057624981818023,-0.0026248607515543254,-0.009744591165794736,0.012458164994950005,-0.004484744341763047,-0.01244939266120848
2015-07-24 00:00:00-04:00,-0.005273368580300919,-0.00368698338295681,-0.029582084058214386,-0.011704632407361526,0.0158213087598289,-0.0066990980175530845,-0.010478874950556882,-0.014950928133459995,-0.01164830959226093,-0.03459994611498485,-0.010482183461525407,-0.015401494529359017,-0.007387179916236386,-0.017531309857405364,0.04250897760637895,0.09797177370770194,-0.008726634520756837,-0.010197266289645346,-0.008859444692411733,0.012906770149946123,-0.005080529611752871,-0.009794577144065064,-0.007122808095728073,-0.012825689624034409,-0.014789468246801718,-0.025177945837209226,-0.036084216923653156,-0.014030473123800014,-0.010145574188778816,-0.019421040789681876,-0.006688039779895516,0.010610023556046233,0.0009258406062282454,0.0020576260936211455,-0.012347000632243477,-0.019270714406577127,0.011363882712001283,-0.010371938812683279,-0.009804038754170796,-0.016104336671623143,-0.010487857235593534,-0.010990511394676439,-0.014361691234322072,0.0024771490118145056,0.009776637833459612,0.004244989224991835
2015-07-27 00:00:00-04:00,-0.013895652265514036,-0.012842689668533191,0.005345187145434416,-0.00566424183394465,-0.02867457249889538,-0.046720231391331746,-0.00877493343106639,0.002334788103421026,-0.0005089361691833494,0.018507357267392832,-0.013060670617636272,-0.012848788530157362,-0.0032881824722762465,-0.01123758295093169,-0.01256744374666019,0.003758783055256787,-0.004577948338906235,-0.0006239976192216057,-0.01115157491941643,-0.005411042498731478,-0.0039856797392912036,0.0024730266728507644,-0.005406416069072328,-0.00279451962358912,-0.008506362393459699,-0.016114328631688712,-0.027644466095510745,-0.0210330265965879,-0.010249754898144614,0.0077668237310097865,-0.004561414839040379,0.0008747799567756509,-0.0055503923998347915,0.011927894881146761,-0.0032025350155516774,-0.010267606572033183,-0.03258457343154997,-0.005817512899015775,-0.008280744920456606,-0.008307247893225567,-0.00660069390918927,-0.007356453555135145,-0.01888818657224034,0.005355144594940464,-0.00465114258060384,0.0017934071535492535
