Asset,Horizon,Model,Test_R2,Test_RMSE,Test_MAE,Train_R2,Overfitting
JPM,3M,random_forest,-1.4621624456107818,0.13135676335428062,0.09599151795654565,0.9648890878947308,2.4270515335055127
JPM,3M,gradient_boosting,-1.2199312619739948,0.12472796910637092,0.09262074183249444,0.9953986762129994,2.2153299381869944
JNJ,1M,linear_regression,0.04305724775276476,0.04522497090736234,0.03720837057956946,0.23713005332551573,0.19407280557275097
JNJ,1M,ridge_regression,0.04341300481400545,0.04521656361323578,0.03720002797861028,0.23712816196278952,0.19371515714878407
JNJ,1M,lasso_regression,-0.01759893367205634,0.04663625185599114,0.03915007104541709,0.0,0.01759893367205634
JNJ,1M,decision_tree,-1.000613268821434,0.06539083602115109,0.050460923243771494,0.8705324994209822,1.8711457682424162
JNJ,1M,random_forest,-0.1141601585038221,0.048798798549723424,0.03931620280093399,0.8940256185584458,1.008185777062268
JNJ,1M,gradient_boosting,-0.172293963010816,0.050055704903596704,0.04038573901265287,0.9820622495345778,1.1543562125453937
JNJ,3M,linear_regression,0.024476429459363014,0.07429223718314985,0.05804992004013378,0.27101891421711155,0.24654248475774854
JNJ,3M,ridge_regression,0.02522644084077863,0.07426367265685814,0.05803302773029948,0.2710179603646613,0.24579151952388267
JNJ,3M,lasso_regression,-0.07091816812073515,0.0778399765038383,0.06706474652083065,0.0,0.07091816812073515
JNJ,3M,decision_tree,-0.10723370478138072,0.07914877574534322,0.059034771868646405,0.9300875362667447,1.0373212410481254
JNJ,3M,random_forest,0.2184966528930371,0.06649515062978775,0.055567542800088424,0.9644442844310704,0.7459476315380333
JNJ,3M,gradient_boosting,0.300264298882413,0.06292041367015842,0.05381702110103183,0.9903832537699756,0.6901189548875626
PG,1M,linear_regression,-0.2667569954627351,0.04230544157436265,0.03357584128840536,0.19470447995852957,0.4614614754212647
PG,1M,ridge_regression,-0.26551168317382534,0.04228464183110426,0.0335571400498411,0.19470008822646723,0.46021177140029257
PG,1M,lasso_regression,-0.013514933605703883,0.03784117846548248,0.03028378120023027,0.0,0.013514933605703883
PG,1M,decision_tree,-0.9256712805731886,0.05216036881329092,0.04117185825457354,0.8391447697085362,1.7648160502817247
PG,1M,random_forest,-0.25835518970321325,0.042164912081790816,0.03301048382621013,0.9073439461053575,1.1656991358085707
PG,1M,gradient_boosting,-0.645903951428541,0.0482227330664401,0.037509912522186176,0.9887332732181439,1.634637224646685
PG,3M,linear_regression,-0.23286337054535267,0.04689059056687802,0.03955162124785749,0.20708907345853145,0.4399524440038841
PG,3M,ridge_regression,-0.23199792412152442,0.0468741295302335,0.03955721584901395,0.20708156700218017,0.4390794911237046
PG,3M,lasso_regression,-0.07423220984942391,0.043770077224538566,0.03654479369504784,0.0,0.07423220984942391
PG,3M,decision_tree,-2.4687823354727167,0.0786532644142857,0.06671190585689182,0.9073078229747037,3.3760901584474206
PG,3M,random_forest,-0.8717796904641417,0.057777080519263356,0.049543557795652116,0.9392088016534124,1.810988492117554
PG,3M,gradient_boosting,-0.5655111651221549,0.05283920958515829,0.045027594604327204,0.9940157449925902,1.559526910114745
SPY,1M,linear_regression,-0.34072675394959373,0.04722890290235941,0.039979922987618384,0.18583233008251465,0.5265590840321084
SPY,1M,ridge_regression,-0.3370220308101264,0.04716360583628493,0.03991573270735615,0.18581943729259465,0.522841468102721
SPY,1M,lasso_regression,-0.016709757963860206,0.041127869735689625,0.03276527512476692,0.0,0.016709757963860206
SPY,1M,decision_tree,-0.2889750862570546,0.046308421870160904,0.03515158170697137,0.8910508470972651,1.1800259333543197
SPY,1M,random_forest,-0.18770143714003873,0.044452005604296546,0.03537034747064475,0.9169219076467048,1.1046233447867435
SPY,1M,gradient_boosting,-0.48637195543621536,0.049728054724425264,0.04109022960098189,0.9904393286191756,1.4768112840553909
SPY,3M,linear_regression,-0.4602268912945191,0.07490114866548633,0.06124385600101066,0.2654488974949426,0.7256757887894617
SPY,3M,ridge_regression,-0.45724868917033845,0.07482472745369344,0.061180805505581526,0.26543295415712986,0.7226816433274683
SPY,3M,lasso_regression,-0.017520827202255784,0.06252446159132054,0.04900900902593893,0.0,0.017520827202255784
SPY,3M,decision_tree,-2.3742435813262452,0.11385877898625137,0.0887655934537629,0.9624449124392942,3.336688493765539
SPY,3M,random_forest,-0.9671086756444505,0.08693456469596532,0.07362414784453766,0.974131992777577,1.9412406684220276
SPY,3M,gradient_boosting,-1.0371647283152634,0.08846905351879282,0.07295669887992315,0.9929304138351719,2.030095142150435
QQQ,1M,linear_regression,-0.30727273338036576,0.06039407763603866,0.04877432221493351,0.23354104298975897,0.5408137763701247
QQQ,1M,ridge_regression,-0.30136720475044143,0.060257509858577626,0.04867466936947889,0.23349374939896816,0.5348609541494096
QQQ,1M,lasso_regression,-0.003171416569486052,0.05290525671833128,0.040157954326944134,0.0,0.003171416569486052
QQQ,1M,decision_tree,-1.698653620977184,0.08677304227302944,0.06629652971889273,0.9251795622258701,2.623833183203054
QQQ,1M,random_forest,-0.2795208276277661,0.05974959024002416,0.046044212523097726,0.9302357601986817,1.2097565878264478
QQQ,1M,gradient_boosting,-0.41041615076911686,0.06273138667293528,0.04850615769725375,0.9877838718859768,1.3982000226550937
QQQ,3M,linear_regression,-0.13320565256194472,0.07986938393753323,0.06302459687747267,0.2992941499499039,0.4324998025118486
QQQ,3M,ridge_regression,-0.13199457033335027,0.07982669342983724,0.06297553768500762,0.29925764584924086,0.43125221618259113
QQQ,3M,lasso_regression,-0.0002490260518479559,0.07503779039418466,0.05876276404720792,0.0,0.0002490260518479559
QQQ,3M,decision_tree,-0.8103699464378922,0.10095076960728397,0.07822432708629176,0.9419051417775433,1.7522750882154354
QQQ,3M,random_forest,-0.6787592327429073,0.09721206656135857,0.07818087809140706,0.9693204047613242,1.6480796375042315
QQQ,3M,gradient_boosting,-0.6754688591111366,0.09711675184865795,0.07782591432017072,0.9919851343256579,1.6674539934367947
TLT,1M,linear_regression,-0.2342150056077863,0.04869034988216828,0.038759643196932515,0.12160814651775587,0.35582315212554216
TLT,1M,ridge_regression,-0.2303777720617779,0.04861460064480652,0.03869647101090469,0.12158635724995326,0.35196412931173116
TLT,1M,lasso_regression,-0.001973775325560645,0.0438708108743398,0.035453703274872496,0.0,0.001973775325560645
TLT,1M,decision_tree,-0.7908985528672834,0.05865202040159375,0.04604250564078979,0.898497598715964,1.6893961515832474
TLT,1M,random_forest,-0.15187957805577357,0.047038235653503666,0.036686991799012345,0.9335112080286456,1.0853907860844192
TLT,1M,gradient_boosting,-0.2539775519119376,0.049078622548596795,0.037438092940184284,0.9844662270338101,1.2384437789457476
TLT,3M,linear_regression,-0.1956323837928753,0.07663859674264414,0.06217549498912957,0.21729511272105628,0.41292749651393157
TLT,3M,ridge_regression,-0.1941406916944297,0.07659077398780247,0.06214749685042556,0.21726935435311645,0.41141004604754616
TLT,3M,lasso_regression,-0.0010230225536291826,0.07012465577848716,0.05638163076119293,0.0,0.0010230225536291826
TLT,3M,decision_tree,-1.5003361494709155,0.11082759511030026,0.0895132584472217,0.9905676833357037,2.490903832806619
TLT,3M,random_forest,-0.9940638291070079,0.09897334249429103,0.08010160846122942,0.9882128564545599,1.9822766855615677
TLT,3M,gradient_boosting,-1.119864915346251,0.10204760183457333,0.08154740793794714,0.996385058974752,2.1162499743210033
GLD,1M,linear_regression,-0.6167366294738754,0.04616500035360345,0.037236423197662016,0.15115174909054407,0.7678883785644195
GLD,1M,ridge_regression,-0.6148147067569512,0.04613755248563522,0.0372070796918853,0.1511427498800748,0.765957456637026
GLD,1M,lasso_regression,-0.3680018808740111,0.042465530265964155,0.03373979848903631,0.0,0.3680018808740111
GLD,1M,decision_tree,-1.5751851278936058,0.058263615647875626,0.04825901055476267,0.7390839262259731,2.314269054119579
GLD,1M,random_forest,-0.8159119789639917,0.04892610026631479,0.03925409629192921,0.8412595453143378,1.6571715242783296
GLD,1M,gradient_boosting,-1.0121750393929294,0.05150223579960403,0.04040130483802178,0.9820382153274988,1.994213254720428
GLD,3M,linear_regression,-2.007592938353298,0.09814065303599434,0.08231571534289779,0.1707986035755651,2.178391541928863
GLD,3M,ridge_regression,-2.002051004306716,0.09805019202321291,0.08224333067408274,0.17078781569407242,2.1728388200007887
GLD,3M,lasso_regression,-1.2270632867821867,0.084451174634409,0.06817282216550816,0.0,1.2270632867821867
GLD,3M,decision_tree,-2.3018639106938945,0.10282980209916846,0.084069225460828,0.9025590556313237,3.204422966325218
GLD,3M,random_forest,-1.945180203049893,0.09711702084344483,0.07950848097824754,0.9632560921681032,2.9084362952179963
GLD,3M,gradient_boosting,-1.9838410827954216,0.09775236194733482,0.08143814407634777,0.9933006825530828,2.977141765348504
