Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol
2015-07-06 00:00:00-04:00,90.28768354638976,90.96279733100005,89.97544873265633,90.5492935180664,2570800,0.0,0.0,0.0,VTI
2015-07-07 00:00:00-04:00,90.66744031337726,91.1400161144354,89.39316606310989,91.04718780517578,3329600,0.0,0.0,0.0,VTI
2015-07-08 00:00:00-04:00,90.38051269578781,90.53241297682392,89.3762891407246,89.52818298339844,2938900,0.0,0.0,0.0,VTI
2015-07-09 00:00:00-04:00,90.42272984011011,90.87843078460658,89.68010321721347,89.71385955810547,3064800,0.0,0.0,0.0,VTI
2015-07-10 00:00:00-04:00,90.7855847688205,91.00499128432558,90.38051519540065,90.80245971679688,3432400,0.0,0.0,0.0,VTI
2015-07-13 00:00:00-04:00,91.62948440027776,91.89108797349824,91.46070270919746,91.83201599121094,2835300,0.0,0.0,0.0,VTI
2015-07-14 00:00:00-04:00,91.81512752404488,92.4058472599508,91.63790516491086,92.2455062866211,2292500,0.0,0.0,0.0,VTI
2015-07-15 00:00:00-04:00,92.29614678361658,92.45648132340982,91.9079585971429,92.12736511230469,2555700,0.0,0.0,0.0,VTI
2015-07-16 00:00:00-04:00,92.70120986569306,92.78559748212012,92.53243463283891,92.76872253417969,1314000,0.0,0.0,0.0,VTI
2015-07-17 00:00:00-04:00,92.81935250596887,92.82779319900114,92.53243332649497,92.79403686523438,1295400,0.0,0.0,0.0,VTI
2015-07-20 00:00:00-04:00,92.86998764124057,93.00500653418769,92.6421340042467,92.80247497558594,1339000,0.0,0.0,0.0,VTI
2015-07-21 00:00:00-04:00,92.72653139294397,92.86155673848846,92.23708061125228,92.39741516113281,1661000,0.0,0.0,0.0,VTI
2015-07-22 00:00:00-04:00,92.0682928249584,92.4058497280759,91.98390520876963,92.26239013671875,1852400,0.0,0.0,0.0,VTI
2015-07-23 00:00:00-04:00,92.38052625957071,92.43115753732145,91.57882787779995,91.73072814941406,1569500,0.0,0.0,0.0,VTI
2015-07-24 00:00:00-04:00,91.77295276726572,91.84046545014091,90.62526291184277,90.76872253417969,2073500,0.0,0.0,0.0,VTI
2015-07-27 00:00:00-04:00,90.34674868229605,90.68430554905517,89.95856053894968,90.1695327758789,2958400,0.0,0.0,0.0,VTI
2015-07-28 00:00:00-04:00,90.43115450870023,91.33411554285635,90.11047254623938,91.24128723144531,2198600,0.0,0.0,0.0,VTI
2015-07-29 00:00:00-04:00,91.29191600227512,91.96702980516483,91.19064700033293,91.86576080322266,1624200,0.0,0.0,0.0,VTI
2015-07-30 00:00:00-04:00,91.62104350038811,92.01767242558216,91.28348655734871,91.94171905517578,1390400,0.0,0.0,0.0,VTI
2015-07-31 00:00:00-04:00,92.24549049412488,92.27080613013504,91.73071776738108,91.84886169433594,2422700,0.0,0.0,0.0,VTI
2015-08-03 00:00:00-04:00,91.97544563294511,91.97544563294511,91.04716916872032,91.51974487304688,2654600,0.0,0.0,0.0,VTI
2015-08-04 00:00:00-04:00,91.51975916373719,91.77292843822195,91.14001169037215,91.36785888671875,1600000,0.0,0.0,0.0,VTI
2015-08-05 00:00:00-04:00,91.84889258577732,92.27083716348861,91.52821702452755,91.67167663574219,1253600,0.0,0.0,0.0,VTI
2015-08-06 00:00:00-04:00,91.91638247577878,91.91638247577878,90.4986487886147,90.92059326171875,1969500,0.0,0.0,0.0,VTI
2015-08-07 00:00:00-04:00,90.81936812572414,90.88687437607804,90.2033261083077,90.65902709960938,3295100,0.0,0.0,0.0,VTI
2015-08-10 00:00:00-04:00,91.20751594562802,91.8573075806276,91.18220030818617,91.789794921875,1981300,0.0,0.0,0.0,VTI
2015-08-11 00:00:00-04:00,91.1399997069701,91.33409698366945,90.60835202648948,90.96278381347656,1833100,0.0,0.0,0.0,VTI
2015-08-12 00:00:00-04:00,90.3045803409229,91.16534444673049,89.52819742463691,91.0556411743164,2611300,0.0,0.0,0.0,VTI
2015-08-13 00:00:00-04:00,91.0640566900433,91.3425351412299,90.66742786644956,90.92903137207031,3545400,0.0,0.0,0.0,VTI
2015-08-14 00:00:00-04:00,90.8868374601839,91.3341040125009,90.75181857595295,91.27503204345703,1154500,0.0,0.0,0.0,VTI
2015-08-17 00:00:00-04:00,91.04718240753519,91.86575575609861,90.72650690987987,91.85731506347656,1739100,0.0,0.0,0.0,VTI
2015-08-18 00:00:00-04:00,91.79826392874905,91.89109225357616,91.45227271305454,91.62104797363281,2695000,0.0,0.0,0.0,VTI
2015-08-19 00:00:00-04:00,91.18221364907096,91.51976411549798,90.36364024742427,90.80245971679688,2183200,0.0,0.0,0.0,VTI
2015-08-20 00:00:00-04:00,90.12733315201604,90.2961083492871,88.81930283890156,88.82774353027344,4377900,0.0,0.0,0.0,VTI
2015-08-21 00:00:00-04:00,88.0345231075694,88.38895503449919,86.22860069317797,86.27079772949219,9877600,0.0,0.0,0.0,VTI
2015-08-24 00:00:00-04:00,81.35090843680847,85.46064412762865,78.4816842828801,82.80239868164062,18137000,0.0,0.0,0.0,VTI
2015-08-25 00:00:00-04:00,85.57879140638347,85.84039495085997,81.7475343577273,81.8150405883789,9215900,0.0,0.0,0.0,VTI
2015-08-26 00:00:00-04:00,84.38048331040883,84.87838130999084,82.18637257393729,84.78555297851562,8299100,0.0,0.0,0.0,VTI
2015-08-27 00:00:00-04:00,86.05135703228775,86.96275864106543,85.16527106180472,86.83617401123047,8779300,0.0,0.0,0.0,VTI
2015-08-28 00:00:00-04:00,86.5745639110855,87.19060567476781,86.3889137511221,86.9036865234375,5165600,0.0,0.0,0.0,VTI
2015-08-31 00:00:00-04:00,86.52397347091856,86.9290431892034,86.03451610584744,86.2539291381836,4526300,0.0,0.0,0.0,VTI
2015-09-01 00:00:00-04:00,84.34669739042647,85.08932378181217,83.33403323281543,83.72222137451172,9264700,0.0,0.0,0.0,VTI
2015-09-02 00:00:00-04:00,85.04713893271736,85.30030822753906,84.00915898834617,85.30030822753906,7681000,0.0,0.0,0.0,VTI
2015-09-03 00:00:00-04:00,85.72224749729283,86.44799256363956,85.14840271084104,85.40156555175781,5151300,0.0,0.0,0.0,VTI
2015-09-04 00:00:00-04:00,84.32138974552123,84.73490000296411,83.76442633754608,84.18637084960938,4317800,0.0,0.0,0.0,VTI
2015-09-08 00:00:00-04:00,85.73068750406705,86.3467293578539,85.28342732724498,86.31297302246094,3342000,0.0,0.0,0.0,VTI
2015-09-09 00:00:00-04:00,87.12309395274234,87.25811927601998,84.97118097948972,85.13151550292969,3691200,0.0,0.0,0.0,VTI
2015-09-10 00:00:00-04:00,85.131524737083,86.13575476321272,84.92055247534903,85.57035064697266,3696000,0.0,0.0,0.0,VTI
2015-09-11 00:00:00-04:00,85.26654551676258,85.97540918787976,84.97961990819458,85.95853424072266,2007900,0.0,0.0,0.0,VTI
2015-09-14 00:00:00-04:00,86.00072297532073,86.00072297532073,85.40155617603023,85.62940979003906,3711100,0.0,0.0,0.0,VTI
2015-09-15 00:00:00-04:00,85.91633700650104,86.89525133665026,85.68004911670285,86.7095947265625,2388300,0.0,0.0,0.0,VTI
2015-09-16 00:00:00-04:00,86.81087740094661,87.53662257015678,86.66741135522784,87.44379425048828,2447500,0.0,0.0,0.0,VTI
2015-09-17 00:00:00-04:00,87.46067199377113,88.62523671631347,87.123115042228,87.32565307617188,4726600,0.0,0.0,0.0,VTI
2015-09-18 00:00:00-04:00,86.11886509655687,86.827728684417,85.73067053555381,85.94164276123047,3271800,0.0,0.0,0.0,VTI
2015-09-21 00:00:00-04:00,86.43111829023381,86.93745045209518,85.7982014783164,86.28765869140625,2680300,0.0,0.0,0.0,VTI
2015-09-22 00:00:00-04:00,85.2327844953879,85.43531604194258,84.56611144801859,85.13151550292969,3034000,0.0,0.0,0.0,VTI
2015-09-23 00:00:00-04:00,85.26655388142645,85.46908545899086,84.67582765918297,84.96275329589844,1788900,0.0,0.0,0.0,VTI
2015-09-24 00:00:00-04:00,84.40576629747417,84.836151446111,83.62939004224175,84.658935546875,3723400,0.0,0.0,0.0,VTI
2015-09-25 00:00:00-04:00,85.46303820522382,85.55633898098564,84.02960489682089,84.48762512207031,4937800,0.508,0.0,0.0,VTI
2015-09-28 00:00:00-04:00,84.0211230091206,84.08049564302308,82.10423141676536,82.22297668457031,5606400,0.0,0.0,0.0,VTI
2015-09-29 00:00:00-04:00,82.4689504064663,82.98633680117993,81.73951149629521,82.20600891113281,4548600,0.0,0.0,0.0,VTI
2015-09-30 00:00:00-04:00,83.21533428360343,83.79209967302475,82.74035330565546,83.73272705078125,3747800,0.0,0.0,0.0,VTI
2015-10-01 00:00:00-04:00,83.93629477751398,84.07200733483556,82.87606469018009,83.9023666381836,3808800,0.0,0.0,0.0,VTI
2015-10-02 00:00:00-04:00,83.0881356245093,85.13226295203445,82.59618716338714,85.123779296875,3654500,0.0,0.0,0.0,VTI
2015-10-05 00:00:00-04:00,85.75142422915519,86.82013816925677,85.7005352461944,86.69290924072266,3405800,0.0,0.0,0.0,VTI
2015-10-06 00:00:00-04:00,86.69288138458707,86.90492737363198,85.98888714788674,86.41297912597656,2463100,0.0,0.0,0.0,VTI
2015-10-07 00:00:00-04:00,86.88798206096845,87.26117866797615,86.26032116207463,87.19332885742188,2583900,0.0,0.0,0.0,VTI
2015-10-08 00:00:00-04:00,86.96432254879934,88.10936989242187,86.83709362814535,87.9482192993164,2521000,0.0,0.0,0.0,VTI
2015-10-09 00:00:00-04:00,88.04149582472161,88.26201899057,87.72766543637283,88.06694030761719,1649500,0.0,0.0,0.0,VTI
2015-10-12 00:00:00-04:00,88.08391571044922,88.1687328245087,87.7955362284208,88.08391571044922,1680100,0.0,0.0,0.0,VTI
2015-10-13 00:00:00-04:00,87.60892596065797,88.35532554955262,87.35446817271666,87.43928527832031,2221000,0.0,0.0,0.0,VTI
2015-10-14 00:00:00-04:00,87.40536856507136,87.73615982545834,86.83708033595586,86.98975372314453,1902900,0.0,0.0,0.0,VTI
2015-10-15 00:00:00-04:00,87.29509471096573,88.31291938179824,87.0491205772928,88.30443572998047,2218200,0.0,0.0,0.0,VTI
2015-10-16 00:00:00-04:00,88.52496203894376,88.66915175875351,88.08390275688677,88.64370727539062,1902100,0.0,0.0,0.0,VTI
2015-10-19 00:00:00-04:00,88.46559522135755,88.77941916491721,88.1856929437526,88.74549102783203,1457900,0.0,0.0,0.0,VTI
2015-10-20 00:00:00-04:00,88.541922870809,88.98298215286599,88.37228866763634,88.64370727539062,1806000,0.0,0.0,0.0,VTI
2015-10-21 00:00:00-04:00,88.81336431172647,88.94059323238046,87.8633957047926,87.9482192993164,1777800,0.0,0.0,0.0,VTI
2015-10-22 00:00:00-04:00,88.44862303909008,89.4240358953188,88.31291696936432,89.23743438720703,1979200,0.0,0.0,0.0,VTI
2015-10-23 00:00:00-04:00,90.01778252505018,90.30616850429078,89.62761858818597,90.17045593261719,2404300,0.0,0.0,0.0,VTI
2015-10-26 00:00:00-04:00,90.12802995795192,90.161958093097,89.7802714260625,89.95838928222656,3078300,0.0,0.0,0.0,VTI
2015-10-27 00:00:00-04:00,89.76332158831198,89.85662235360593,89.27985692775736,89.66153717041016,1686000,0.0,0.0,0.0,VTI
2015-10-28 00:00:00-04:00,89.85660985954006,90.85746718078623,89.58519125400534,90.84049987792969,2421700,0.0,0.0,0.0,VTI
2015-10-29 00:00:00-04:00,90.51820955598907,90.90837347135249,90.48428141494036,90.7048110961914,2666900,0.0,0.0,0.0,VTI
2015-10-30 00:00:00-04:00,90.87444850867182,90.99319377092988,90.33161117516883,90.3570556640625,2203200,0.0,0.0,0.0,VTI
2015-11-02 00:00:00-05:00,90.56910442959953,91.60389015000847,90.48428730702031,91.54451751708984,3396400,0.0,0.0,0.0,VTI
2015-11-03 00:00:00-05:00,91.3578902218363,92.08732891851284,91.22218415817521,91.77349853515625,3100800,0.0,0.0,0.0,VTI
2015-11-04 00:00:00-05:00,92.03644311293667,92.05340394480284,91.2391481214953,91.552978515625,2893600,0.0,0.0,0.0,VTI
2015-11-05 00:00:00-05:00,91.63780391565439,91.79896095306218,90.93380961355055,91.45120239257812,2144000,0.0,0.0,0.0,VTI
2015-11-06 00:00:00-05:00,91.23916330649318,91.47665381892567,90.68784234769998,91.46817016601562,2078900,0.0,0.0,0.0,VTI
2015-11-09 00:00:00-05:00,91.51904553749557,91.51904553749557,90.0771290022361,90.55211639404297,2620800,0.0,0.0,0.0,VTI
2015-11-10 00:00:00-05:00,90.29768655576012,90.7896349306684,90.15349679898306,90.75570678710938,1605400,0.0,0.0,0.0,VTI
2015-11-11 00:00:00-05:00,90.98471035256428,90.98471035256428,90.35705589741762,90.36553955078125,1342200,0.0,0.0,0.0,VTI
2015-11-12 00:00:00-05:00,89.88205032425137,90.04320733853355,89.01689910888672,89.01689910888672,3110400,0.0,0.0,0.0,VTI
2015-11-13 00:00:00-05:00,88.85577379293504,88.95755174989999,88.04999496388376,88.075439453125,3003700,0.0,0.0,0.0,VTI
2015-11-16 00:00:00-05:00,88.04151207160533,89.36467719538786,87.94821130301746,89.35619354248047,2635400,0.0,0.0,0.0,VTI
2015-11-17 00:00:00-05:00,89.49190770237192,89.98384957055485,89.03388750416197,89.24593353271484,2243300,0.0,0.0,0.0,VTI
2015-11-18 00:00:00-05:00,89.55126533549375,90.75568502291353,89.51733720007107,90.67086791992188,2106100,0.0,0.0,0.0,VTI
2015-11-19 00:00:00-05:00,90.67934527526141,90.82353498744844,90.43337116387369,90.55211639404297,1623400,0.0,0.0,0.0,VTI
2015-11-20 00:00:00-05:00,90.95077491184486,91.26459885634095,90.73872890777756,90.94229125976562,1563500,0.0,0.0,0.0,VTI
2015-11-23 00:00:00-05:00,90.95076816866133,91.25610843843994,90.65389860807292,90.84898376464844,3145000,0.0,0.0,0.0,VTI
2015-11-24 00:00:00-05:00,90.39096099514053,91.25610575485351,90.17043136182946,91.08647155761719,2032600,0.0,0.0,0.0,VTI
2015-11-25 00:00:00-05:00,91.18827079055889,91.31549969474503,90.9677411213783,91.15434265136719,1820300,0.0,0.0,0.0,VTI
2015-11-27 00:00:00-05:00,91.25614143314006,91.40033767540994,90.94231739844453,91.29006958007812,552400,0.0,0.0,0.0,VTI
2015-11-30 00:00:00-05:00,91.41724920463528,91.4766218119694,90.8489676099904,90.89985656738281,3618100,0.0,0.0,0.0,VTI
2015-12-01 00:00:00-05:00,91.25612167980495,91.78199813681508,91.06952661873453,91.75655364990234,2443600,0.0,0.0,0.0,VTI
2015-12-02 00:00:00-05:00,91.68868498037601,91.83287470081711,90.6538995115538,90.798095703125,2937200,0.0,0.0,0.0,VTI
2015-12-03 00:00:00-05:00,91.00165608388119,91.16281310392411,89.11020304238716,89.44099426269531,3345600,0.0,0.0,0.0,VTI
2015-12-04 00:00:00-05:00,89.74633939760882,91.21370044110934,89.58518885157326,91.08647155761719,4520000,0.0,0.0,0.0,VTI
2015-12-07 00:00:00-05:00,90.95078123813198,90.98470290654741,89.95840095201058,90.37401580810547,3000500,0.0,0.0,0.0,VTI
