Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2015-07-06 00:00:00-04:00,61.818178696618205,62.14333218012484,61.4410044264513,61.62958908081055,8341600,0.0,0.0,CVX
2015-07-07 00:00:00-04:00,61.39549056626414,62.091318906707805,60.80370877317938,61.954750061035156,11774900,0.0,0.0,CVX
2015-07-08 00:00:00-04:00,61.5125508603608,61.83770443495566,60.64764612264031,60.842735290527344,7719100,0.0,0.0,CVX
2015-07-09 00:00:00-04:00,61.71413202555606,61.91572559722147,60.97278248171404,60.98578643798828,7909000,0.0,0.0,CVX
2015-07-10 00:00:00-04:00,61.47350330911943,61.74663098458639,61.174362765306,61.395469665527344,5631900,0.0,0.0,CVX
2015-07-13 00:00:00-04:00,61.33047615599636,61.70765555787084,61.22642957426068,61.519065856933594,5038800,0.0,0.0,CVX
2015-07-14 00:00:00-04:00,61.388982949231384,62.29290929935096,61.38247848990317,62.136837005615234,5218600,0.0,0.0,CVX
2015-07-15 00:00:00-04:00,61.80519416333443,62.234394316491276,61.057339923957365,61.28494644165039,6490400,0.0,0.0,CVX
2015-07-16 00:00:00-04:00,61.31094133380506,61.60358245192827,61.063826467311955,61.44100570678711,6422700,0.0,0.0,CVX
2015-07-17 00:00:00-04:00,61.2784398800434,61.382486435519205,60.413530251037905,60.576107025146484,8214200,0.0,0.0,CVX
2015-07-20 00:00:00-04:00,60.67364797641396,60.797202938517756,60.211925618332465,60.439537048339844,6018100,0.0,0.0,CVX
2015-07-21 00:00:00-04:00,60.478554007946755,61.21990362790245,60.478554007946755,61.0638313293457,7043100,0.0,0.0,CVX
2015-07-22 00:00:00-04:00,60.810203552246094,61.34345504637391,60.667135231135276,60.810203552246094,9327500,0.0,0.0,CVX
2015-07-23 00:00:00-04:00,60.8492286917451,61.1743822072426,60.28345978865783,60.439537048339844,7360700,0.0,0.0,CVX
2015-07-24 00:00:00-04:00,60.33548569165553,60.33548569165553,58.75523940395706,58.917816162109375,11158400,0.0,0.0,CVX
2015-07-27 00:00:00-04:00,58.436598078928895,58.58616593780695,57.708252319917506,57.96837615966797,10342700,0.0,0.0,CVX
2015-07-28 00:00:00-04:00,58.16995884582893,60.27695708649591,58.15695488893779,60.0883674621582,11536900,0.0,0.0,CVX
2015-07-29 00:00:00-04:00,59.8152483478045,60.7386832252668,59.464081923674605,60.641136169433594,9821500,0.0,0.0,CVX
2015-07-30 00:00:00-04:00,60.7711898953105,61.00530082274284,60.31597695944144,60.49806213378906,6435700,0.0,0.0,CVX
2015-07-31 00:00:00-04:00,59.516098354926136,59.66567115775971,57.233524207673646,57.53916931152344,19063400,0.0,0.0,CVX
2015-08-03 00:00:00-04:00,56.7588025890916,56.7913199284966,55.48420127531647,55.66628646850586,14142200,0.0,0.0,CVX
2015-08-04 00:00:00-04:00,55.75733596013225,56.5116946668584,55.06801194025837,55.41267395019531,8537200,0.0,0.0,CVX
2015-08-05 00:00:00-04:00,55.562241039705704,55.9264114334691,54.54125907594803,54.64530563354492,11254600,0.0,0.0,CVX
2015-08-06 00:00:00-04:00,54.33966203835017,55.65328521557179,53.903957453255224,55.39966583251953,9805000,0.0,0.0,CVX
2015-08-07 00:00:00-04:00,55.087505182013636,55.44517601534252,54.25511301875587,54.46321105957031,7422000,0.0,0.0,CVX
2015-08-10 00:00:00-04:00,54.75585312496507,55.99143754609262,54.547755061724054,55.85487365722656,8342000,0.0,0.0,CVX
2015-08-11 00:00:00-04:00,54.872894541274235,55.91338955243106,54.36565595213164,55.7833251953125,9797400,0.0,0.0,CVX
2015-08-12 00:00:00-04:00,55.27609349159646,56.64824162106844,55.22406774226849,56.44014358520508,11316300,0.0,0.0,CVX
2015-08-13 00:00:00-04:00,55.945901417413076,56.147494967323695,55.56872222733371,55.8288459777832,9562400,0.0,0.0,CVX
2015-08-14 00:00:00-04:00,55.7833313032776,56.19952736873232,55.46468227598068,55.91989517211914,7748900,0.0,0.0,CVX
2015-08-17 00:00:00-04:00,55.61697524018725,55.649902288750994,54.72800019255092,54.80702209472656,12602500,1.07,0.0,CVX
2015-08-18 00:00:00-04:00,54.708263186936044,55.16262545151471,54.53705152366493,54.9453239440918,9093400,0.0,0.0,CVX
2015-08-19 00:00:00-04:00,54.56998506233798,54.59632570781233,53.121279705034695,53.27932357788086,13129000,0.0,0.0,CVX
2015-08-20 00:00:00-04:00,53.11470574079435,53.5295596611212,52.179630279541016,52.179630279541016,11857200,0.0,0.0,CVX
2015-08-21 00:00:00-04:00,51.93596926486931,52.41008570618928,49.85510395034009,49.888031005859375,18383600,0.0,0.0,CVX
2015-08-24 00:00:00-04:00,46.45724260832989,49.63779828114445,45.81849590257112,47.4910888671875,24191900,0.0,0.0,CVX
2015-08-25 00:00:00-04:00,49.341480570521135,49.400743249546395,45.98970783820035,46.108238220214844,21128000,0.0,0.0,CVX
2015-08-26 00:00:00-04:00,47.22769759921705,48.13642726824779,46.720648961306644,48.12984085083008,17400400,0.0,0.0,CVX
2015-08-27 00:00:00-04:00,49.3875836123277,51.44210889922786,49.09784151413331,51.12602615356445,21539600,0.0,0.0,CVX
2015-08-28 00:00:00-04:00,51.17869689734328,53.470277491095615,51.086507162190244,52.963233947753906,23735400,0.0,0.0,CVX
2015-08-31 00:00:00-04:00,52.686661185819986,53.391256984907045,51.31039161999892,53.33198928833008,16880400,0.0,0.0,CVX
2015-09-01 00:00:00-04:00,51.86353118661934,52.27838493616104,51.04698647074877,51.48818588256836,17954200,0.0,0.0,CVX
2015-09-02 00:00:00-04:00,52.51545621943257,52.51545621943257,50.856035863544534,51.402587890625,14255900,0.0,0.0,CVX
2015-09-03 00:00:00-04:00,51.82403117720719,52.29815274208966,51.15894872688008,51.53429412841797,12282600,0.0,0.0,CVX
2015-09-04 00:00:00-04:00,50.90214458383769,51.11944616083098,50.34241454670785,50.48728561401367,11210000,0.0,0.0,CVX
2015-09-08 00:00:00-04:00,51.05356453234196,51.073318751854906,50.204097925549725,50.59919738769531,9316500,0.0,0.0,CVX
2015-09-09 00:00:00-04:00,50.98772719887318,51.4947707043101,49.22294450592948,49.33488845825195,11297400,0.0,0.0,CVX
