Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2015-07-13 00:00:00-04:00,61.71468641668154,62.10835547865138,61.57841724535822,62.00994110107422,7332900,0.0,0.0,PG
2015-07-14 00:00:00-04:00,62.10834503173829,62.42630445273357,62.06292390754742,62.10834503173828,6119500,0.0,0.0,PG
2015-07-15 00:00:00-04:00,62.00994862134444,62.32033601954894,61.95694959334012,62.1916389465332,6673700,0.0,0.0,PG
2015-07-16 00:00:00-04:00,62.418743871494264,62.49445346023865,62.153777638380966,62.30519104003906,6623400,0.0,0.0,PG
2015-07-17 00:00:00-04:00,61.99478799014335,62.36574065721414,61.77524292470111,62.2597541809082,5827300,0.0,0.0,PG
2015-07-20 00:00:00-04:00,62.14621422877643,62.343048790586,62.07808252036052,62.221923828125,5012900,0.0,0.0,PG
2015-07-21 00:00:00-04:00,62.0856409260278,62.176483183856355,61.60112963150808,61.79795837402344,7512400,0.0,0.0,PG
2015-07-22 00:00:00-04:00,61.84604111774988,62.05212152732843,61.57127112039544,61.69339370727539,6106400,0.663,0.0,PG
2015-07-23 00:00:00-04:00,61.69340714001721,61.73920020850517,61.16676355989883,61.594181060791016,5380900,0.0,0.0,PG
2015-07-24 00:00:00-04:00,61.44916567632933,61.61708135265866,61.2354569330471,61.28125,5660800,0.0,0.0,PG
2015-07-27 00:00:00-04:00,60.93014820591224,61.11332627271884,60.6248475458174,61.03700256347656,8613600,0.0,0.0,PG
2015-07-28 00:00:00-04:00,61.166755328015356,61.5636479452525,60.99121137368525,61.235450744628906,8649900,0.0,0.0,PG
2015-07-29 00:00:00-04:00,61.258360565937586,61.81552902219153,61.182036837795195,61.53313064575195,8921500,0.0,0.0,PG
2015-07-30 00:00:00-04:00,60.60195315198439,60.66301445078133,58.884643429420684,59.06782150268555,22067800,0.0,0.0,PG
2015-07-31 00:00:00-04:00,59.25100126210038,59.33495909455394,58.51065482984124,58.54117965698242,11877200,0.0,0.0,PG
2015-08-03 00:00:00-04:00,58.396156457150475,58.83883625323884,58.01453212813025,58.312198638916016,9511300,0.0,0.0,PG
2015-08-04 00:00:00-04:00,58.02980710978776,58.26641238163473,57.81609837094193,57.9382209777832,13369100,0.0,0.0,PG
2015-08-05 00:00:00-04:00,58.045051449080034,58.4190415880822,57.81607456708949,57.831336975097656,10895400,0.0,0.0,PG
2015-08-06 00:00:00-04:00,58.01454449283613,58.01454449283613,57.434473758619205,57.80846405029297,9353300,0.0,0.0,PG
2015-08-07 00:00:00-04:00,57.69396023043804,57.793186277562306,57.50314807596807,57.610008239746094,10045400,0.0,0.0,PG
2015-08-10 00:00:00-04:00,57.968738847576375,58.38852797929216,57.85425619631362,58.29693603515625,9165900,0.0,0.0,PG
2015-08-11 00:00:00-04:00,58.037446357107285,58.35037537431953,57.8618965500417,58.17483139038086,7491900,0.0,0.0,PG
2015-08-12 00:00:00-04:00,57.92296383309743,58.33511897542829,57.503174570595384,58.304588317871094,10397700,0.0,0.0,PG
2015-08-13 00:00:00-04:00,58.380895170736444,58.39616340666435,57.724500780856545,57.8389892578125,5948000,0.0,0.0,PG
2015-08-14 00:00:00-04:00,57.80846311384359,57.86189029750293,57.533693076988,57.71687698364258,5586900,0.0,0.0,PG
2015-08-17 00:00:00-04:00,57.861871507033015,57.861871507033015,57.05282989631781,57.648162841796875,8683900,0.0,0.0,PG
2015-08-18 00:00:00-04:00,57.68634954045333,57.85426521932796,57.24366380944325,57.3428840637207,7445900,0.0,0.0,PG
2015-08-19 00:00:00-04:00,57.19024749292575,57.19024749292575,56.49568811158928,56.572017669677734,9865300,0.0,0.0,PG
2015-08-20 00:00:00-04:00,56.28959767565155,57.029949925933174,56.06825483008402,56.411720275878906,10696500,0.0,0.0,PG
2015-08-21 00:00:00-04:00,56.13694758919137,56.40408348562643,54.824158814566715,54.831787109375,15763900,0.0,0.0,PG
2015-08-24 00:00:00-04:00,52.33595985366653,54.24408148435749,49.62642480883533,52.77101135253906,23696300,0.0,0.0,PG
2015-08-25 00:00:00-04:00,55.091278310424535,55.129443065607596,52.129876154315035,52.22146224975586,21476900,0.0,0.0,PG
2015-08-26 00:00:00-04:00,53.351092926654864,54.19066545213308,52.62600306405337,54.114341735839844,17464700,0.0,0.0,PG
2015-08-27 00:00:00-04:00,54.495960798427035,54.76309669083033,53.44267381820015,54.55702209472656,13434000,0.0,0.0,PG
2015-08-28 00:00:00-04:00,54.320421494404755,54.396745217923204,53.877735745620164,54.3509521484375,10020000,0.0,0.0,PG
2015-08-31 00:00:00-04:00,54.1906628602101,54.1906628602101,53.65639104858519,53.93878936767578,9520900,0.0,0.0,PG
2015-09-01 00:00:00-04:00,52.94656504419915,53.335817693172174,52.29779898299305,52.58783721923828,15437700,0.0,0.0,PG
2015-09-02 00:00:00-04:00,53.16027002292396,53.31291742478174,52.83207286811714,53.282386779785156,8903700,0.0,0.0,PG
2015-09-03 00:00:00-04:00,53.56480130625528,53.77851003970943,53.19843931810084,53.37398910522461,8468300,0.0,0.0,PG
2015-09-04 00:00:00-04:00,52.87787050723629,52.87787050723629,52.28253743601534,52.48098373413086,11497500,0.0,0.0,PG
