Asset,Horizon,Model,Test_R2,Test_RMSE,Test_MAE,Hit_Ratio,Information_Coefficient,CV_Score,CV_Std,Best_Params
JNJ,3M,elastic_net,-0.10086327944727103,0.0777054215609492,0.06588717198400638,0.5096774193548387,0.0,-0.004796667435550176,0.0009916868348545614,"{'model__alpha': 0.1, 'model__l1_ratio': 0.5}"
JNJ,3M,random_forest,0.08137383158148637,0.07098294838730256,0.06061726378836606,0.5333333333333333,0.6349082508762973,-0.005715403689584499,0.0004301076819161598,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 50}"
JNJ,3M,gradient_boosting,-0.02883916572516898,0.0751204831281162,0.06390833860498014,0.5096774193548387,0.6022475878432536,-0.005080324207924392,0.0009095786526520452,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_split': 2, 'model__n_estimators': 50, 'model__subsample': 1.0}"
JNJ,3M,svr,-0.00554652703889813,0.07426526127313655,0.06302376787751694,0.5118279569892473,0.5963063394233938,-0.004274593935471254,0.10760497504669943,"{'model__C': 10.0, 'model__epsilon': 0.1, 'model__gamma': 0.001, 'model__kernel': 'poly'}"
SPY,1M,ridge,0.03970165662920744,0.03917090439184312,0.03233877943131658,0.6152219873150105,0.16603553937966659,-0.0027410822382513936,0.00014597244389861474,{'model__alpha': 1000.0}
SPY,1M,lasso,0.01060919545502148,0.03975982313359877,0.03155382621889279,0.693446088794926,0.14982822693639317,-0.0025717912406631018,8.594893553028265e-05,{'model__alpha': 0.01}
SPY,1M,elastic_net,0.043246182284859325,0.03909854634157349,0.03186998334825459,0.693446088794926,0.16160094128191604,-0.002532900490005875,5.216251080571877e-05,"{'model__alpha': 0.01, 'model__l1_ratio': 0.5}"
SPY,1M,random_forest,0.038285103566777834,0.0391997845921096,0.032208452445869555,0.6363636363636364,0.10072911092260109,-0.002480860668707052,0.00011277270424921946,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
SPY,1M,gradient_boosting,0.002316652353008486,0.0399260982103935,0.032107000566665794,0.6828752642706131,-0.04578242364116701,-0.002467889393282405,0.00022494079356472562,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'model__subsample': 1.0}"
SPY,1M,svr,0.023699402795931968,0.039495924722613235,0.030564091085683993,0.693446088794926,0.2037403391826288,-0.0024291823064136464,0.27856077301510335,"{'model__C': 0.1, 'model__epsilon': 0.01, 'model__gamma': 0.001, 'model__kernel': 'poly'}"
SPY,3M,ridge,-0.02648893206614189,0.059883760344931924,0.048139271547033215,0.789247311827957,0.15474251314049473,-0.005752840315887143,0.000639481687869765,{'model__alpha': 1000.0}
SPY,3M,lasso,-0.008985086915971996,0.059370991505174886,0.04578148948640665,0.789247311827957,0.0,-0.00550799019821362,0.000516685997952755,{'model__alpha': 0.1}
SPY,3M,elastic_net,-0.008985086915971996,0.059370991505174886,0.04578148948640665,0.789247311827957,0.0,-0.00550799019821362,0.00029332335018882456,"{'model__alpha': 0.1, 'model__l1_ratio': 0.5}"
SPY,3M,random_forest,-0.1825820085120553,0.06427581052737974,0.05401273534059811,0.6645161290322581,0.05826377359750507,-0.0059403094366300615,0.0003105651342397739,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
SPY,3M,gradient_boosting,-0.4329589199732893,0.07075364174505061,0.05975892735789669,0.6236559139784946,-0.12033202365806273,-0.005474676141979641,0.0004669272483911833,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'model__subsample': 1.0}"
SPY,3M,svr,-0.24319934047719238,0.06590256432035098,0.056164458891351576,0.789247311827957,0.2519036411463381,-0.005120574391453853,1.1867761258965779,"{'model__C': 1.0, 'model__epsilon': 0.1, 'model__gamma': 0.001, 'model__kernel': 'poly'}"
QQQ,1M,ridge,0.09117372186059125,0.04941158569233142,0.038924292560862446,0.7061310782241015,0.2829539387831101,-0.004266598111819013,0.0012057553014093935,{'model__alpha': 1000.0}
QQQ,1M,lasso,-5.154551717057032e-05,0.05183218845846453,0.03930627081565021,0.6871035940803383,0.0,-0.0037141591533531872,0.00039543970653879956,{'model__alpha': 0.1}
QQQ,1M,elastic_net,-5.154551717057032e-05,0.05183218845846453,0.03930627081565021,0.6871035940803383,0.0,-0.0037141591533531872,0.00022753251112143754,"{'model__alpha': 0.1, 'model__l1_ratio': 0.3}"
QQQ,1M,random_forest,0.22271151627812658,0.04569613512225014,0.03554143512163682,0.7061310782241015,0.41931367759127747,-0.004017265185122695,0.00019413340247300244,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
QQQ,1M,gradient_boosting,0.1435406416717281,0.047966908954672795,0.037124330104648405,0.7019027484143763,0.3883069371096561,-0.0035943177769968,0.0004185257820854632,"{'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__min_samples_split': 2, 'model__n_estimators': 50, 'model__subsample': 1.0}"
QQQ,1M,svr,0.03968620933033862,0.050791955800952214,0.038274519078462264,0.6871035940803383,0.28149373166661606,-0.0035083344513670055,0.03765522805936689,"{'model__C': 1.0, 'model__epsilon': 0.01, 'model__gamma': 0.001, 'model__kernel': 'poly'}"
QQQ,3M,ridge,0.02636178777383924,0.07063566404618464,0.054622238090701054,0.7784946236559139,0.16660428611666758,-0.010832410596334264,0.0019232427614698084,{'model__alpha': 1000.0}
QQQ,3M,lasso,-0.0015312842329924248,0.07164031504288053,0.05575964927510938,0.7763440860215054,0.0,-0.009481149854481218,0.0015723981414596886,{'model__alpha': 0.1}
QQQ,3M,elastic_net,-0.0015312842329924248,0.07164031504288053,0.05575964927510938,0.7763440860215054,0.0,-0.009481149854481218,0.0011240886374593733,"{'model__alpha': 0.1, 'model__l1_ratio': 0.5}"
QQQ,3M,random_forest,-0.04188743854144539,0.07306941463774631,0.05619478626250437,0.7720430107526882,0.12269689991125712,-0.01099133142323902,0.000326576171265176,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 100}"
QQQ,3M,gradient_boosting,0.002968528014063443,0.07147919632288653,0.05596807147548399,0.7763440860215054,0.013998279594715222,-0.00973479068028389,0.0008088779036140201,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_split': 2, 'model__n_estimators': 50, 'model__subsample': 1.0}"
QQQ,3M,svr,-0.012899339127834919,0.072045750720195,0.054969772950087675,0.7763440860215054,0.29714000295989346,-0.008825270247444282,0.14858162271134237,"{'model__C': 1.0, 'model__epsilon': 0.01, 'model__gamma': 0.001, 'model__kernel': 'poly'}"
TLT,1M,ridge,-0.022614705385253675,0.04469161880559027,0.0356459388444847,0.5200845665961945,0.004953500618918262,-0.0018342512312530448,0.0013536333057346246,{'model__alpha': 1000.0}
TLT,1M,lasso,-0.0027964350223921297,0.04425643831192901,0.03568644559922164,0.5031712473572939,0.0,-0.0016212250507282502,0.0008273108224308029,{'model__alpha': 0.1}
TLT,1M,elastic_net,-0.0027964350223921297,0.04425643831192901,0.03568644559922164,0.5031712473572939,0.0,-0.0016212250507282502,0.0004540634882210537,"{'model__alpha': 0.1, 'model__l1_ratio': 0.3}"
TLT,1M,random_forest,-0.0029643862766861595,0.044260144255064436,0.03557672178774157,0.5644820295983086,0.10692476624793018,-0.001958690150261634,0.00028651094852974365,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100}"
TLT,1M,gradient_boosting,0.01935367317988923,0.043764933405223874,0.03508066003257455,0.5898520084566596,0.1428667494782797,-0.0018375777949583224,0.0004508026935666973,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'model__subsample': 0.8}"
TLT,1M,svr,-0.0014868508154670668,0.04422753091599019,0.03568602617128457,0.49682875264270615,0.056533613226208396,-0.0016139456941964842,0.7158740250760739,"{'model__C': 0.1, 'model__epsilon': 0.01, 'model__gamma': 0.001, 'model__kernel': 'poly'}"
TLT,3M,ridge,-0.15462873275540345,0.07563449237838119,0.06050727481920628,0.556989247311828,-0.13088111731203483,-0.006604888661784445,0.002821779132576059,{'model__alpha': 1000.0}
TLT,3M,lasso,-0.006896982678233021,0.07063033007964789,0.057605535579528425,0.43870967741935485,0.0,-0.005787225059836553,0.0018589062204916542,{'model__alpha': 0.1}
TLT,3M,elastic_net,-0.006896982678233021,0.07063033007964789,0.057605535579528425,0.43870967741935485,0.0,-0.005764666150048482,0.0015723221783533869,"{'model__alpha': 0.1, 'model__l1_ratio': 0.3}"
TLT,3M,random_forest,0.09811617290393859,0.06684578313982438,0.05331623835276881,0.6494623655913978,0.3241382890861091,-0.0059510506028409025,0.0006386735235430212,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
TLT,3M,gradient_boosting,-0.07024701431970493,0.07281833233540423,0.05784958615824354,0.5806451612903226,0.0236235673294993,-0.006016993684904762,0.0009643196586972422,"{'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__min_samples_split': 2, 'model__n_estimators': 50, 'model__subsample': 0.8}"
TLT,3M,svr,-0.02108548252060327,0.07112622625362579,0.05822414266687736,0.43870967741935485,0.14719013018757132,-0.005738347909222538,0.4359563544053711,"{'model__C': 0.1, 'model__epsilon': 0.01, 'model__gamma': 0.001, 'model__kernel': 'poly'}"
GLD,1M,ridge,-0.3108426241273121,0.04223432981837448,0.03322969099054185,0.6469344608879493,0.2884516293493806,-0.0015701160395869746,0.0009007976205920396,{'model__alpha': 1000.0}
GLD,1M,lasso,-0.23327408523916127,0.04096567664402955,0.032459666921616635,0.733615221987315,0.0,-0.0014220260184487567,0.0003434424084552138,{'model__alpha': 0.1}
GLD,1M,elastic_net,-0.23327408523916127,0.04096567664402955,0.032459666921616635,0.733615221987315,0.0,-0.0014220260184487567,0.00019539807322695066,"{'model__alpha': 0.1, 'model__l1_ratio': 0.3}"
GLD,1M,random_forest,-0.33116536292269627,0.042560462045548954,0.03362223320920587,0.6617336152219874,0.12371708835812259,-0.0016285582670477286,0.00020343373916132263,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100}"
GLD,1M,gradient_boosting,-0.2676219435905629,0.041532225565941765,0.03320054736351768,0.733615221987315,0.11834478387949014,-0.0016181142448016752,0.0005241431973548583,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_split': 2, 'model__n_estimators': 50, 'model__subsample': 0.9}"
GLD,1M,svr,-0.06795192462754862,0.03812116646826335,0.030563361659836717,0.733615221987315,0.1563898037468935,-0.0014121387243986826,0.031715845130969596,"{'model__C': 100.0, 'model__epsilon': 0.1, 'model__gamma': 0.001, 'model__kernel': 'poly'}"
GLD,3M,ridge,-1.4887178639728003,0.09381989981683903,0.07713598184976281,0.4860215053763441,-0.07369287286302856,-0.005048556200316379,0.0024226022607494405,{'model__alpha': 1000.0}
GLD,3M,lasso,-0.8462503609918481,0.08080764103931269,0.06437552623149474,0.8946236559139785,0.0,-0.004114694726184203,0.0016180261704317317,{'model__alpha': 0.1}
GLD,3M,elastic_net,-0.8462503609918481,0.08080764103931269,0.06437552623149474,0.8946236559139785,0.0,-0.004114694726184203,0.0010815218512209876,"{'model__alpha': 0.1, 'model__l1_ratio': 0.5}"
GLD,3M,random_forest,-1.2424682793604442,0.08905745631389363,0.07220549104096037,0.7526881720430108,0.1455377654942047,-0.004698425552736045,0.0004430686272718763,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
GLD,3M,gradient_boosting,-0.8246624250553469,0.08033381589972902,0.06397157149663367,0.8473118279569892,0.24162401831320504,-0.004543240494300641,0.000842703217732038,"{'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__min_samples_split': 2, 'model__n_estimators': 50, 'model__subsample': 0.8}"
GLD,3M,svr,-0.9197715345586317,0.08240089071045427,0.06608792558157645,0.8924731182795699,0.007206266380861902,-0.004096236676319192,0.1868873361327013,"{'model__C': 10.0, 'model__epsilon': 0.1, 'model__gamma': 0.001, 'model__kernel': 'poly'}"
